,Magnitude,Place,Datetime,Depth
10484,4.4,"22 km N of Bandar-e Gen?veh, Iran",2021-04-18 21:50:19 (UTC),10.0 km
10485,3.1,"18 km NNW of Snyder, Texas",2021-04-18 20:54:48 (UTC),3.4 km
10486,2.6,"8 km WNW of Dutch Harbor, Alaska",2021-04-18 20:41:02 (UTC),114.4 km
10487,4.2,"182 km SSE of Amahai, Indonesia",2021-04-18 20:29:49 (UTC),157.0 km
10488,4.8,"Kepulauan Babar, Indonesia",2021-04-18 20:18:38 (UTC),131.8 km
10489,3.2,"Mining Explosion 6 km SSE of Sleepy Hollow, Wyoming",2021-04-18 20:03:58 (UTC),0.0 km
10490,3.1,"153 km E of Atka, Alaska",2021-04-18 19:58:28 (UTC),19.8 km
10518,2.5,"88 km SE of Perryville, Alaska",2021-04-18 19:05:38 (UTC),25.7 km
10519,4.5,"60 km W of Tobelo, Indonesia",2021-04-18 19:04:37 (UTC),142.6 km
10520,4.2,"285 km SSE of Tabiauan, Philippines",2021-04-18 18:59:00 (UTC),547.6 km
10521,4.6,"216 km SSE of Ambon, Indonesia",2021-04-18 18:26:47 (UTC),264.1 km
10522,2.7,"97 km NW of Arctic Village, Alaska",2021-04-18 18:14:51 (UTC),3.3 km
10523,2.7,"88 km SE of Perryville, Alaska",2021-04-18 17:43:49 (UTC),4.8 km
10524,4.4,"Kermadec Islands, New Zealand",2021-04-18 17:31:24 (UTC),10.0 km
10525,4.5,"Kermadec Islands, New Zealand",2021-04-18 17:23:00 (UTC),10.0 km
10526,5.2,"Kermadec Islands, New Zealand",2021-04-18 17:03:39 (UTC),10.0 km
10527,4.2,"25 km S of Mandráki, Greece",2021-04-18 16:26:26 (UTC),10.0 km
10528,4.0,"21 km NW of Bandar-e Gen?veh, Iran",2021-04-18 16:20:40 (UTC),10.0 km
10529,4.5,south of the Fiji Islands,2021-04-18 16:15:55 (UTC),578.9 km
10530,4.2,Iceland region,2021-04-18 15:30:21 (UTC),10.0 km
10531,4.4,Iceland region,2021-04-18 15:21:19 (UTC),10.0 km
10532,4.9,Iceland region,2021-04-18 15:17:18 (UTC),10.0 km
10533,4.5,"9 km SW of Omas, Peru",2021-04-18 14:52:01 (UTC),36.4 km
10534,4.9,"232 km SSW of Vaini, Tonga",2021-04-18 14:18:39 (UTC),98.1 km
10535,4.5,"75 km W of Abra Pampa, Argentina",2021-04-18 14:17:42 (UTC),276.5 km
10536,5.8,"15 km SSW of Hualien City, Taiwan",2021-04-18 14:14:36 (UTC),12.0 km
10537,5.5,"21 km S of Hualien City, Taiwan",2021-04-18 14:11:38 (UTC),10.0 km
10538,4.2,"193 km NNE of Sola, Vanuatu",2021-04-18 14:01:41 (UTC),356.7 km
10539,5.1,"61 km ESE of Hakha, Myanmar",2021-04-18 13:24:32 (UTC),24.7 km
10540,2.5,"22 km E of Honaunau-Napoopoo, Hawaii",2021-04-18 13:17:27 (UTC),3.8 km
10541,3.1,"89 km W of Elfin Cove, Alaska",2021-04-18 12:58:40 (UTC),12.6 km
10542,4.4,Kermadec Islands region,2021-04-18 12:09:07 (UTC),10.0 km
10543,4.7,"147 km NW of Ternate, Indonesia",2021-04-18 11:12:50 (UTC),46.3 km
10544,3.0,"93 km W of Elfin Cove, Alaska",2021-04-18 11:07:32 (UTC),10.1 km
10545,3.0,"95 km W of Elfin Cove, Alaska",2021-04-18 11:02:37 (UTC),13.4 km
10546,3.1,"235 km SE of Chiniak, Alaska",2021-04-18 10:17:05 (UTC),10.0 km
10547,4.4,"35 km NNE of Bandar-e Gen?veh, Iran",2021-04-18 08:50:38 (UTC),10.0 km
10548,4.2,"4 km WSW of Tymovskoye, Russia",2021-04-18 08:16:52 (UTC),10.0 km
10549,4.5,"28 km N of Bandar-e Gen?veh, Iran",2021-04-18 07:59:36 (UTC),10.0 km
10550,4.3,"103 km NW of Chardara, Kazakhstan",2021-04-18 07:54:51 (UTC),10.0 km
10551,4.7,"23 km NE of Isangel, Vanuatu",2021-04-18 07:48:03 (UTC),106.3 km
10552,2.5,"218 km SE of Akutan, Alaska",2021-04-18 07:37:14 (UTC),10.0 km
10553,3.6,"120 km WSW of Adak, Alaska",2021-04-18 07:27:29 (UTC),10.0 km
10554,4.5,"19 km NW of Bandar-e Gen?veh, Iran",2021-04-18 07:10:27 (UTC),10.0 km
10555,4.2,southern Iran,2021-04-18 07:03:07 (UTC),10.0 km
10556,4.5,"25 km NNE of Bandar-e Gen?veh, Iran",2021-04-18 06:55:56 (UTC),10.0 km
10557,4.9,South Shetland Islands,2021-04-18 06:46:52 (UTC),10.0 km
10558,4.5,Kuril Islands,2021-04-18 06:45:05 (UTC),66.5 km
10559,5.8,"24 km NE of Bandar-e Gen?veh, Iran",2021-04-18 06:41:49 (UTC),8.0 km
10560,4.2,"47 km NNE of Calama, Chile",2021-04-18 05:30:00 (UTC),137.2 km
10561,4.1,"19 km SSW of Huambo, Peru",2021-04-18 04:55:29 (UTC),10.0 km
10562,2.9,"33 km SE of Mina, Nevada",2021-04-18 04:53:57 (UTC),10.5 km
10563,2.8,"57 km S of Whites City, New Mexico",2021-04-18 04:33:06 (UTC),7.5 km
10591,4.5,"124 km W of Ambunti, Papua New Guinea",2021-04-18 04:00:38 (UTC),85.4 km
10592,4.3,Mariana Islands region,2021-04-18 03:53:50 (UTC),10.0 km
10593,2.5,"46 km S of Sand Point, Alaska",2021-04-18 03:52:35 (UTC),10.0 km
10594,4.5,South Shetland Islands,2021-04-18 03:46:28 (UTC),3.0 km
10595,4.9,"219 km NE of Gisborne, New Zealand",2021-04-18 03:09:14 (UTC),10.0 km
10596,4.4,southeast of Easter Island,2021-04-18 02:53:07 (UTC),10.0 km
10597,4.5,"143 km ESE of San Jose Village, Northern Mariana Islands",2021-04-18 02:33:17 (UTC),10.0 km
10598,5.1,South Shetland Islands,2021-04-18 02:15:15 (UTC),10.0 km
10599,4.7,"146 km NNW of Caluula, Somalia",2021-04-18 02:02:40 (UTC),10.0 km
10600,2.5,"38 km W of Anchor Point, Alaska",2021-04-18 01:23:49 (UTC),76.0 km
10601,2.9,"149 km E of Atka, Alaska",2021-04-18 01:15:20 (UTC),35.0 km
10602,2.7,"207 km S of Fort McPherson, Canada",2021-04-18 01:12:35 (UTC),17.1 km
10603,2.7,"100 km SSE of Sand Point, Alaska",2021-04-18 01:12:03 (UTC),10.0 km
10604,4.7,"156 km SSW of Merizo Village, Guam",2021-04-18 00:46:14 (UTC),10.0 km
10605,4.6,"53 km SW of Severo-Kuril’sk, Russia",2021-04-18 00:34:25 (UTC),126.1 km
10606,3.1,"58 km S of Whites City, New Mexico",2021-04-18 00:33:36 (UTC),6.7 km
10607,5.6,"53 km ESE of Ishinomaki, Japan",2021-04-18 00:29:25 (UTC),31.4 km
10608,5.6,"57 km E of Ishinomaki, Japan",2021-04-18 00:29:11 (UTC),41.0 km
10609,4.7,"16 km SSE of Quilca, Peru",2021-04-17 23:45:29 (UTC),44.6 km
10610,2.6,"3 km SSW of Indios, Puerto Rico",2021-04-17 23:42:57 (UTC),16.0 km
10611,2.8,"190 km E of Atka, Alaska",2021-04-17 23:39:35 (UTC),35.0 km
10612,4.4,"143 km WSW of Abepura, Indonesia",2021-04-17 23:28:11 (UTC),65.6 km
10613,2.7,"99 km SE of False Pass, Alaska",2021-04-17 23:26:00 (UTC),20.5 km
10614,4.1,"81 km NNE of Calama, Chile",2021-04-17 23:20:28 (UTC),117.6 km
10615,4.4,"230 km ESE of Yigo Village, Guam",2021-04-17 23:15:38 (UTC),10.0 km
10616,2.8,"79 km WNW of Akhiok, Alaska",2021-04-17 23:06:25 (UTC),53.0 km
10617,4.5,"150 km SE of Kandrian, Papua New Guinea",2021-04-17 23:02:54 (UTC),10.0 km
10618,2.5,"46 km WSW of Aleneva, Alaska",2021-04-17 22:51:22 (UTC),50.3 km
10619,4.4,"29 km S of Mandráki, Greece",2021-04-17 22:35:55 (UTC),10.0 km
10620,4.1,"109 km W of Palaióchora, Greece",2021-04-17 22:31:04 (UTC),30.9 km
10621,2.7,"221 km SW of Nikolski, Alaska",2021-04-17 22:23:49 (UTC),22.1 km
10622,2.8,"101 km NNW of Arctic Village, Alaska",2021-04-17 22:07:21 (UTC),9.4 km
10623,3.8,"98 km SSE of Adak, Alaska",2021-04-17 21:45:44 (UTC),10.0 km
10624,2.7,"4 km S of Indios, Puerto Rico",2021-04-17 21:22:21 (UTC),9.0 km
10625,3.1,"57 km S of Whites City, New Mexico",2021-04-17 20:59:23 (UTC),7.3 km
10626,4.1,"31 km S of Mandráki, Greece",2021-04-17 20:57:12 (UTC),9.4 km
10627,4.8,"85 km NE of Hihifo, Tonga",2021-04-17 20:57:10 (UTC),10.0 km
10628,4.1,"16 km NNW of P’ot’i, Georgia",2021-04-17 20:46:09 (UTC),11.3 km
10629,4.3,"7 km ENE of Narut?, Japan",2021-04-17 20:45:23 (UTC),53.3 km
10630,3.2,"Mining Explosion 4 km NNE of Wright, Wyoming",2021-04-17 20:07:00 (UTC),0.0 km
10631,2.9,"40km NNE of Covelo, CA",2021-04-17 19:35:08 (UTC),46.0 km
10632,4.3,Fiji region,2021-04-17 18:21:25 (UTC),582.1 km
10633,2.6,"51 km ESE of Beatty, Nevada",2021-04-17 18:00:20 (UTC),9.6 km
10634,2.6,"37 km WSW of H?w?, Hawaii",2021-04-17 17:20:53 (UTC),42.4 km
10635,5.0,"22 km S of Mandráki, Greece",2021-04-17 17:08:00 (UTC),10.0 km
10636,4.5,Mariana Islands region,2021-04-17 16:40:43 (UTC),10.0 km
10664,2.7,"41km NNE of Covelo, CA",2021-04-17 16:29:21 (UTC),45.0 km
10665,3.7,"49 km SSE of Punta Cana, Dominican Republic",2021-04-17 15:52:19 (UTC),156.0 km
10666,5.0,"near the east coast of the Kamchatka Peninsula, Russia",2021-04-17 15:45:23 (UTC),83.2 km
10667,2.5,"120 km E of Atka, Alaska",2021-04-17 15:44:03 (UTC),101.8 km
10668,2.7,"178 km WSW of Nikolski, Alaska",2021-04-17 15:32:35 (UTC),35.0 km
10669,4.5,"8 km SE of Venustiano Carranza (Peña Blanca), Mexico",2021-04-17 15:31:42 (UTC),143.1 km
10670,2.5,"136 km SW of Nikolski, Alaska",2021-04-17 15:10:30 (UTC),35.0 km
10671,4.4,"122 km SW of Leava, Wallis and Futuna",2021-04-17 14:56:45 (UTC),435.8 km
10672,2.9,"Mining Explosion 7 km S of Colstrip, Montana",2021-04-17 14:40:55 (UTC),0.0 km
10673,4.2,"115 km WSW of Arica, Chile",2021-04-17 14:37:11 (UTC),29.9 km
10674,4.5,"Kermadec Islands, New Zealand",2021-04-17 13:40:25 (UTC),10.0 km
10675,4.8,"138 km NW of Panguna, Papua New Guinea",2021-04-17 13:24:55 (UTC),178.4 km
10676,3.2,"59 km W of Stella, Puerto Rico",2021-04-17 13:14:28 (UTC),63.0 km
10677,4.6,"Kermadec Islands, New Zealand",2021-04-17 12:56:39 (UTC),10.0 km
10678,2.5,"105 km SSE of Sand Point, Alaska",2021-04-17 12:50:33 (UTC),10.5 km
10679,4.5,"152 km NE of Tual, Indonesia",2021-04-17 12:33:14 (UTC),10.0 km
10680,3.2,"Kodiak Island region, Alaska",2021-04-17 12:16:53 (UTC),37.9 km
10681,4.0,near the coast of Libya,2021-04-17 11:59:27 (UTC),10.0 km
10682,4.2,south of the Kermadec Islands,2021-04-17 11:50:05 (UTC),10.0 km
10683,3.5,"52 km ESE of Beatty, Nevada",2021-04-17 11:48:50 (UTC),8.4 km
10684,2.6,"1 km NW of Indios, Puerto Rico",2021-04-17 11:44:57 (UTC),16.0 km
10685,4.1,"136 km SSE of Sand Point, Alaska",2021-04-17 11:36:28 (UTC),10.0 km
10686,4.4,"154 km NE of Lospalos, Timor Leste",2021-04-17 11:30:31 (UTC),10.0 km
10687,4.4,Mariana Islands region,2021-04-17 10:40:24 (UTC),10.0 km
10688,4.1,"77 km WSW of Itoman, Japan",2021-04-17 10:38:15 (UTC),41.3 km
10689,4.1,"239 km ESE of Sarangani, Philippines",2021-04-17 09:57:56 (UTC),56.7 km
10690,2.8,"123 km SSE of Sand Point, Alaska",2021-04-17 09:55:33 (UTC),20.0 km
10691,2.7,"102 km SSE of Sand Point, Alaska",2021-04-17 09:55:05 (UTC),23.6 km
10692,2.6,"110 km SSE of Sand Point, Alaska",2021-04-17 09:50:51 (UTC),22.9 km
10693,2.5,"3 km SE of Maria Antonia, Puerto Rico",2021-04-17 09:21:34 (UTC),11.0 km
10694,4.3,"6 km NNE of Jordán, Colombia",2021-04-17 09:17:13 (UTC),155.7 km
10695,4.4,Kermadec Islands region,2021-04-17 09:08:59 (UTC),10.0 km
10696,3.6,"46 km N of Atka, Alaska",2021-04-17 08:54:10 (UTC),192.5 km
10697,3.5,south of Alaska,2021-04-17 08:42:44 (UTC),27.4 km
10698,3.5,"67 km NNE of Cruz Bay, U.S. Virgin Islands",2021-04-17 08:12:26 (UTC),34.0 km
10699,3.2,"109 km SSE of Sand Point, Alaska",2021-04-17 07:58:07 (UTC),21.0 km
10700,2.6,"110 km SSE of Sand Point, Alaska",2021-04-17 07:53:13 (UTC),11.4 km
10701,3.6,"117 km NNW of Charlotte Amalie, U.S. Virgin Islands",2021-04-17 07:30:14 (UTC),31.0 km
10702,4.1,"184 km W of Abepura, Indonesia",2021-04-17 07:28:50 (UTC),46.0 km
10703,2.8,"74 km ESE of Adak, Alaska",2021-04-17 07:06:52 (UTC),35.0 km
10704,3.1,"84 km NE of Punta Cana, Dominican Republic",2021-04-17 06:59:58 (UTC),26.0 km
10705,4.3,"205 km SSE of Amahai, Indonesia",2021-04-17 06:47:59 (UTC),197.2 km
10706,3.2,"23 km E of Honaunau-Napoopoo, Hawaii",2021-04-17 05:46:26 (UTC),3.6 km
10707,2.5,"6 km WSW of Fuig, Puerto Rico",2021-04-17 04:46:26 (UTC),6.0 km
10708,2.8,"208 km SSE of False Pass, Alaska",2021-04-17 04:23:36 (UTC),10.0 km
10709,4.9,"85 km W of Ovalle, Chile",2021-04-17 03:50:57 (UTC),10.0 km
10737,4.3,"62 km W of Masachapa, Nicaragua",2021-04-17 02:32:54 (UTC),51.1 km
10738,2.7,"6 km WSW of Franklin, Arizona",2021-04-17 02:12:51 (UTC),5.0 km
10739,4.5,"184 km SSE of Isangel, Vanuatu",2021-04-17 02:06:01 (UTC),125.4 km
10740,2.7,"48 km ESE of Whittier, Alaska",2021-04-17 01:38:47 (UTC),6.3 km
10741,4.7,"92 km S of Tiksi, Russia",2021-04-17 01:36:48 (UTC),10.0 km
10742,5.1,Mariana Islands region,2021-04-17 01:27:21 (UTC),10.0 km
10743,5.0,"46 km SSE of Banda Aceh, Indonesia",2021-04-17 01:04:53 (UTC),99.2 km
10744,3.0,"57 km S of Whites City, New Mexico",2021-04-17 01:01:37 (UTC),7.4 km
10745,4.2,"81 km SSW of Alo, Wallis and Futuna",2021-04-17 00:46:06 (UTC),396.2 km
10746,2.6,"0 km WNW of Indios, Puerto Rico",2021-04-17 00:30:37 (UTC),17.0 km
10747,4.3,"113 km ESE of Madang, Papua New Guinea",2021-04-16 23:23:08 (UTC),266.4 km
10748,3.0,"204 km WSW of Adak, Alaska",2021-04-16 23:11:03 (UTC),12.7 km
10749,4.4,"86 km NNW of Te Anau, New Zealand",2021-04-16 22:57:05 (UTC),19.9 km
10750,5.1,Kermadec Islands region,2021-04-16 22:13:10 (UTC),10.0 km
10751,5.4,"246 km SE of Sarangani, Philippines",2021-04-16 20:55:11 (UTC),35.0 km
10752,2.7,"Mining Explosion 24 km NNW of Wright, Wyoming",2021-04-16 20:00:59 (UTC),0.0 km
10753,5.0,"Kermadec Islands, New Zealand",2021-04-16 20:00:18 (UTC),10.0 km
10754,4.3,"Kermadec Islands, New Zealand",2021-04-16 19:49:06 (UTC),59.4 km
10755,4.9,South Shetland Islands,2021-04-16 19:47:10 (UTC),14.6 km
10756,2.9,"233 km SE of Chiniak, Alaska",2021-04-16 19:11:54 (UTC),10.0 km
10757,3.0,"142 km ESE of Nikolski, Alaska",2021-04-16 18:33:40 (UTC),6.4 km
10758,4.4,Fiji region,2021-04-16 17:53:29 (UTC),554.6 km
10759,4.5,Kermadec Islands region,2021-04-16 17:22:27 (UTC),10.0 km
10760,2.9,"Mining Explosion 3 km WNW of Leonidas, Minnesota",2021-04-16 17:20:05 (UTC),0.0 km
10761,5.4,Fiji region,2021-04-16 16:40:30 (UTC),577.7 km
10762,4.5,"48 km E of Hualien City, Taiwan",2021-04-16 16:21:49 (UTC),20.3 km
10763,4.2,"175 km SW of Merizo Village, Guam",2021-04-16 15:24:34 (UTC),10.0 km
10764,4.4,"63 km SE of Yonakuni, Japan",2021-04-16 15:11:52 (UTC),17.8 km
10765,2.5,"25 km SE of Adak, Alaska",2021-04-16 14:54:56 (UTC),77.6 km
10766,4.5,"257 km SSE of Amahai, Indonesia",2021-04-16 13:48:34 (UTC),170.9 km
10767,3.0,"160 km WSW of Nikolski, Alaska",2021-04-16 13:42:54 (UTC),59.9 km
10768,4.4,"Kepulauan Babar, Indonesia",2021-04-16 13:07:51 (UTC),156.1 km
10769,4.5,"66 km S of Sarangani, Philippines",2021-04-16 12:17:53 (UTC),163.7 km
10770,4.5,"68 km E of Ishinomaki, Japan",2021-04-16 11:51:37 (UTC),51.7 km
10771,3.7,"261 km W of Adak, Alaska",2021-04-16 11:41:09 (UTC),35.0 km
10772,4.2,"198 km SE of Kokopo, Papua New Guinea",2021-04-16 09:50:31 (UTC),20.1 km
10773,2.7,"2km W of Anderson Springs, CA",2021-04-16 09:35:58 (UTC),1.9 km
10774,4.3,"261 km SSE of Alo, Wallis and Futuna",2021-04-16 09:35:50 (UTC),397.7 km
10775,4.2,"New Britain region, Papua New Guinea",2021-04-16 08:32:59 (UTC),53.9 km
10776,4.4,"33 km SW of Ovalle, Chile",2021-04-16 08:09:52 (UTC),46.9 km
10777,4.4,"22 km SE of Linxi, China",2021-04-16 08:06:07 (UTC),10.0 km
10778,4.3,"164 km NW of Ternate, Indonesia",2021-04-16 07:52:27 (UTC),10.0 km
10779,4.5,"82 km S of Hualien City, Taiwan",2021-04-16 07:28:13 (UTC),26.4 km
10780,4.6,Kermadec Islands region,2021-04-16 05:54:55 (UTC),10.0 km
10781,4.4,"Kermadec Islands, New Zealand",2021-04-16 05:35:12 (UTC),10.0 km
10782,3.3,Bering Sea,2021-04-16 05:07:35 (UTC),10.0 km
10810,2.9,"94 km ESE of Yakutat, Alaska",2021-04-16 05:04:14 (UTC),15.5 km
10811,2.6,"50 km NW of Toyah, Texas",2021-04-16 04:59:46 (UTC),6.2 km
10812,4.1,"Bonin Islands, Japan region",2021-04-16 04:53:40 (UTC),492.4 km
10813,2.7,"53 km SSW of Adak, Alaska",2021-04-16 04:22:06 (UTC),36.4 km
10814,3.5,"17km WNW of Petrolia, CA",2021-04-16 04:09:45 (UTC),20.2 km
10815,5.4,"187 km SSE of Praya, Indonesia",2021-04-16 03:42:05 (UTC),19.3 km
10816,4.1,"212 km SSE of Praya, Indonesia",2021-04-16 03:30:32 (UTC),15.7 km
10817,4.1,"south of Sumbawa, Indonesia",2021-04-16 03:20:39 (UTC),10.0 km
10818,3.1,"49 km SW of Atka, Alaska",2021-04-16 02:02:50 (UTC),10.0 km
10819,4.6,Kermadec Islands region,2021-04-16 01:26:57 (UTC),10.0 km
10820,4.4,"111 km NE of Iquique, Chile",2021-04-16 01:14:25 (UTC),100.1 km
10821,3.2,"8 km WNW of Blanchard, Louisiana",2021-04-16 00:43:50 (UTC),5.4 km
10822,5.0,Mariana Islands region,2021-04-16 00:23:17 (UTC),12.0 km
10823,4.7,Kuril Islands,2021-04-15 23:57:07 (UTC),10.0 km
10824,4.1,"201 km SE of Kokopo, Papua New Guinea",2021-04-15 23:36:50 (UTC),35.0 km
10825,2.6,"36km WSW of Stovepipe Wells, CA",2021-04-15 23:16:19 (UTC),-0.7 km
10826,4.2,"250 km WSW of Tual, Indonesia",2021-04-15 22:43:28 (UTC),125.1 km
10827,4.6,"140 km NE of Sar?han, India",2021-04-15 22:26:24 (UTC),10.0 km
10828,3.1,"9 km S of Coyanosa, Texas",2021-04-15 22:25:49 (UTC),4.0 km
10829,3.2,"71 km S of Sand Point, Alaska",2021-04-15 22:24:38 (UTC),10.0 km
10830,2.8,"5 km E of La Parguera, Puerto Rico",2021-04-15 21:30:43 (UTC),13.0 km
10831,4.4,"26 km SW of Date, Japan",2021-04-15 20:47:55 (UTC),42.8 km
10832,4.1,"125 km ESE of Kuril’sk, Russia",2021-04-15 20:23:25 (UTC),35.0 km
10833,4.3,"Pagan region, Northern Mariana Islands",2021-04-15 20:11:31 (UTC),187.2 km
10834,2.7,"31 km SW of Cantwell, Alaska",2021-04-15 20:04:20 (UTC),88.8 km
10835,4.4,Kermadec Islands region,2021-04-15 20:02:02 (UTC),10.0 km
10836,4.3,"75 km SSW of Santiago Tepextla, Mexico",2021-04-15 19:19:56 (UTC),10.0 km
10837,4.9,"106 km SW of Santiago de Cao, Peru",2021-04-15 19:16:31 (UTC),35.0 km
10838,4.6,"132 km SSW of Manuel Ávila Camacho (Ponte Duro), Mexico",2021-04-15 18:10:01 (UTC),10.0 km
10839,3.1,"14km ENE of Ridgecrest, CA",2021-04-15 18:05:03 (UTC),6.8 km
10840,3.2,Mona Passage,2021-04-15 16:53:26 (UTC),69.0 km
10841,4.6,"34 km SSW of Turt, Mongolia",2021-04-15 16:42:04 (UTC),18.6 km
10842,4.3,south of the Fiji Islands,2021-04-15 15:41:12 (UTC),535.9 km
10843,2.5,"33 km NE of Benton, California",2021-04-15 15:05:09 (UTC),6.8 km
10844,2.6,"21 km E of Skwentna, Alaska",2021-04-15 14:53:13 (UTC),70.1 km
10845,2.6,"3 km W of P?hala, Hawaii",2021-04-15 14:26:42 (UTC),35.2 km
10846,3.3,"7 km SW of Dibble, Oklahoma",2021-04-15 14:26:39 (UTC),11.1 km
10847,2.6,"8km NW of The Geysers, CA",2021-04-15 13:39:27 (UTC),1.9 km
10848,4.4,null,2021-04-15 13:36:30 (UTC),10.0 km
10849,2.6,"131 km S of Unalaska, Alaska",2021-04-15 13:02:35 (UTC),4.1 km
10850,4.5,Kermadec Islands region,2021-04-15 12:32:20 (UTC),10.0 km
10851,4.3,"78 km ENE of Mutsu, Japan",2021-04-15 11:23:50 (UTC),68.7 km
10852,4.0,"40 km SE of Tocopilla, Chile",2021-04-15 11:07:46 (UTC),57.8 km
10853,4.2,Fiji region,2021-04-15 10:53:33 (UTC),605.9 km
10854,5.4,"207 km SSE of Praya, Indonesia",2021-04-15 10:36:22 (UTC),19.0 km
10855,4.0,"56 km SSW of Copala, Mexico",2021-04-15 09:58:20 (UTC),10.0 km
10883,4.4,"235 km N of Siglufjörður, Iceland",2021-04-15 09:29:55 (UTC),10.0 km
10884,2.9,"108 km SE of Perryville, Alaska",2021-04-15 09:17:52 (UTC),25.7 km
10885,2.7,"2 km SSW of Magas Arriba, Puerto Rico",2021-04-15 08:40:28 (UTC),12.0 km
10886,5.3,"134 km NW of Attu Station, Alaska",2021-04-15 08:33:41 (UTC),11.4 km
10887,4.7,south of Tonga,2021-04-15 08:03:36 (UTC),37.5 km
10888,2.5,"16km WSW of Petrolia, CA",2021-04-15 07:58:28 (UTC),12.9 km
10889,4.2,"151 km NNE of Tobelo, Indonesia",2021-04-15 07:32:55 (UTC),223.0 km
10890,3.0,"5 km SW of Manchester, Oklahoma",2021-04-15 07:26:31 (UTC),9.0 km
10891,4.1,"149 km W of Umatac Village, Guam",2021-04-15 05:48:48 (UTC),186.4 km
10892,2.8,"80 km E of Cantwell, Alaska",2021-04-15 05:19:51 (UTC),6.8 km
10893,2.5,"10 km SW of Mooringsport, Louisiana",2021-04-15 05:13:58 (UTC),15.7 km
10894,4.3,"181 km NW of Neiafu, Tonga",2021-04-15 04:44:52 (UTC),282.0 km
10895,5.0,Mariana Islands region,2021-04-15 04:44:47 (UTC),10.0 km
10896,4.4,"46 km WNW of Rabaul, Papua New Guinea",2021-04-15 04:40:25 (UTC),10.0 km
10897,4.6,"59 km N of Peschici, Italy",2021-04-15 04:33:34 (UTC),19.4 km
10898,4.2,Kermadec Islands region,2021-04-15 04:21:23 (UTC),10.0 km
10899,4.5,"9 km W of Kalloní, Greece",2021-04-15 04:10:20 (UTC),11.2 km
10900,4.2,"128 km SW of Leava, Wallis and Futuna",2021-04-15 03:20:09 (UTC),415.7 km
10901,4.4,"105 km ENE of Alianza Cristiana, Peru",2021-04-15 03:13:27 (UTC),125.6 km
10902,4.4,"299 km E of Levuka, Fiji",2021-04-15 02:46:23 (UTC),601.0 km
10903,4.5,"68 km N of Port-Olry, Vanuatu",2021-04-15 02:16:43 (UTC),55.0 km
10904,4.4,Fiji region,2021-04-15 02:04:50 (UTC),501.9 km
10905,2.6,"112 km S of False Pass, Alaska",2021-04-15 01:34:39 (UTC),12.8 km
10906,4.3,"190 km SW of Kupang, Indonesia",2021-04-15 01:23:56 (UTC),10.0 km
10907,4.5,"229 km ESE of San Jose Village, Northern Mariana Islands",2021-04-15 00:41:07 (UTC),10.0 km
10908,2.7,"34 km NNE of Skellytown, Texas",2021-04-14 23:57:53 (UTC),7.3 km
10909,4.2,"129 km NNE of Baukau, Timor Leste",2021-04-14 23:55:23 (UTC),301.0 km
10910,4.3,"34 km NNE of Skellytown, Texas",2021-04-14 23:54:02 (UTC),7.7 km
10911,4.2,"114 km E of Yamada, Japan",2021-04-14 23:44:17 (UTC),10.0 km
10912,2.6,"2 km ENE of Lluveras, Puerto Rico",2021-04-14 23:25:51 (UTC),17.0 km
10913,4.2,"130 km SW of Kokopo, Papua New Guinea",2021-04-14 22:49:03 (UTC),115.1 km
10914,4.4,"261 km N of Tobelo, Indonesia",2021-04-14 21:39:08 (UTC),40.7 km
10915,4.5,"Kermadec Islands, New Zealand",2021-04-14 19:33:04 (UTC),73.0 km
10916,4.1,"111 km WSW of Hihifo, Tonga",2021-04-14 19:29:25 (UTC),297.5 km
10917,4.4,"30 km ENE of Yilan, Taiwan",2021-04-14 18:09:37 (UTC),10.8 km
10918,2.8,"8 km S of Indios, Puerto Rico",2021-04-14 17:03:51 (UTC),11.0 km
10919,4.1,"158 km SW of Bamboo Flat, India",2021-04-14 16:45:09 (UTC),10.0 km
10920,4.2,"52 km ENE of Santa Monica, Philippines",2021-04-14 16:39:27 (UTC),35.0 km
10921,4.3,"94 km E of Hengchun, Taiwan",2021-04-14 16:36:48 (UTC),11.9 km
10922,4.3,"94 km ENE of Hengchun, Taiwan",2021-04-14 16:35:14 (UTC),10.0 km
10923,4.2,south of the Fiji Islands,2021-04-14 16:34:47 (UTC),503.0 km
10924,3.1,"3 km SE of Maria Antonia, Puerto Rico",2021-04-14 16:18:29 (UTC),9.0 km
10925,4.9,"58 km W of Neiafu, Tonga",2021-04-14 15:52:43 (UTC),83.5 km
10926,2.7,"52 km SSW of Whites City, New Mexico",2021-04-14 14:55:08 (UTC),5.6 km
10927,4.3,"20 km ESE of Aquila, Mexico",2021-04-14 13:46:23 (UTC),33.6 km
10928,4.3,southeast of the Loyalty Islands,2021-04-14 13:27:40 (UTC),10.0 km
10956,4.6,"56 km W of Jiquilillo, Nicaragua",2021-04-14 12:48:51 (UTC),66.0 km
10957,2.9,"127 km SE of Sand Point, Alaska",2021-04-14 12:34:03 (UTC),27.2 km
10958,4.1,"11 km NNW of Las Cañas, Mexico",2021-04-14 11:59:33 (UTC),49.2 km
10959,4.2,"29 km E of Pilar, Philippines",2021-04-14 11:20:46 (UTC),35.0 km
10960,3.5,"80 km N of San Antonio, Puerto Rico",2021-04-14 11:10:13 (UTC),9.0 km
10961,4.9,"32 km NE of Pilar, Philippines",2021-04-14 11:09:34 (UTC),35.0 km
